,variable_name,variable,value
0,x1,0.0126006938517094,
1,x2,0.0126006938517094,
2,x3,0.0126006938517094,
3,x4,0.0126006938517094,
4,x5,0.0126006938517094,
5,x1,0.0257642492651939,
6,x2,0.0257642492651939,
7,x3,0.0257642492651939,
8,x4,0.0257642492651939,
9,x5,0.0257642492651939,
10,x1,0.0580036528408527,
11,x2,0.0580036528408527,
12,x3,0.0580036528408527,
13,x4,0.0580036528408527,
14,x5,0.0580036528408527,
15,x1,0.0690385289490223,
16,x2,0.0690385289490223,
17,x3,0.0690385289490223,
18,x4,0.0690385289490223,
19,x5,0.0690385289490223,
20,x1,0.0892093386501074,
21,x2,0.0892093386501074,
22,x3,0.0892093386501074,
23,x4,0.0892093386501074,
24,x5,0.0892093386501074,
25,x1,0.132403302937746,
26,x2,0.132403302937746,
27,x3,0.132403302937746,
28,x4,0.132403302937746,
29,x5,0.132403302937746,
30,x1,0.163132963702083,
31,x2,0.163132963702083,
32,x3,0.163132963702083,
33,x4,0.163132963702083,
34,x5,0.163132963702083,
35,x1,0.17827938683331,
36,x2,0.17827938683331,
37,x3,0.17827938683331,
38,x4,0.17827938683331,
39,x5,0.17827938683331,
40,x1,0.180074567003756,0.043288880649004574
41,x2,0.180074567003756,0.02694246757214707
42,x3,0.180074567003756,0.023885706999475627
43,x4,0.180074567003756,0.023196783598266
44,x5,0.180074567003756,0.5458201735200766
45,x1,0.192983698099852,0.043288880649004574
46,x2,0.192983698099852,0.02694246757214707
47,x3,0.192983698099852,0.023885706999475627
48,x4,0.192983698099852,0.023196783598266
49,x5,0.192983698099852,0.5458201735200766
50,x1,0.223250236362219,0.043288880649004574
51,x2,0.223250236362219,0.02694246757214707
52,x3,0.223250236362219,0.023885706999475627
53,x4,0.223250236362219,0.023196783598266
54,x5,0.223250236362219,0.5458201735200766
55,x1,0.246389228850603,0.043288880649004574
56,x2,0.246389228850603,0.02694246757214707
57,x3,0.246389228850603,0.023885706999475627
58,x4,0.246389228850603,0.023196783598266
59,x5,0.246389228850603,0.5458201735200766
60,x1,0.259241838008165,0.043288880649004574
61,x2,0.259241838008165,0.02694246757214707
62,x3,0.259241838008165,0.023885706999475627
