0,1,2,3,4
0.0,-0.13611513,-0.08153033,0.0,0.026302785
-0.014808476,0.0,0.0,0.04452449,0.0
0.0,0.20439905,0.0,0.0,-0.029292211
0.0,0.0,-0.17342693,0.0,0.0
0.0,0.16480845,0.0,0.0060886145,0.0
0.0,0.0,-0.42124888,-0.04820642,0.0
0.0,0.2070505,0.0,0.0,0.0
-0.41576764,-0.113912106,0.42033237,0.0,0.0
0.0,0.0,-0.34029832,0.0,0.0
0.0,0.69148064,0.0,0.0,-0.7799854
0.0,-1.8354931,0.0,0.0,1.9747814
-1.2716603,0.089849114,0.0,0.0053684115,1.1625692
1.0542276,-1.3486803,0.06305057,0.0,0.0
0.6341532,1.177854,0.0,0.0,-1.8599526
-0.4855249,-0.53395796,0.18730056,0.0,0.54006
0.1604513,0.5220952,-0.09994161,0.03619224,-0.7720284
0.0,0.050137073,0.0,0.0,0.0
0.0,0.0,-0.063063025,0.0,-0.13635609
0.3600031,0.0,0.0,0.99963605,-1.5259535
0.0,1.2653193,-0.37058896,-1.3469107,0.0
0.0,0.0,0.0,0.29927877,-0.3674965
0.0066668987,-0.92060447,0.41528046,0.626477,-0.38227713
1.2842447,0.28574002,0.0,-1.3954961,-0.10367191
0.17914957,0.0,0.0,-2.669498,2.3393118
0.0,0.0,-0.43901762,0.0,0.0
0.13181111,-0.047799468,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
-0.89517903,0.43814355,0.0,0.0,0.5615855
-1.8470854,-0.9145343,0.0,0.29861283,2.4994864
0.0,-0.27281022,0.0,0.0003926158,0.12536931
0.0,0.0,0.0,0.0,0.0
-1.5768579,1.2462487,0.121943235,0.0,0.0
0.11332029,0.0,-0.62966776,0.0,-0.06975901
0.0,-0.0077017546,0.0,0.0,0.0
0.0,0.0,-0.0067946464,0.0,-0.31202936
-0.102012515,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.2188586,0.0
0.0,1.6447058,0.0,-1.2343252,-0.38340926
-0.6860499,0.89361084,0.0,0.0,0.0
-0.17163932,0.58096766,0.17720671,0.09018403,-0.93532866
0.0,0.3689846,-0.07405296,0.0,-0.55679154
0.44125402,1.3976945,0.0,-0.5161433,-1.2906562
0.0,0.0,-0.5826971,0.0,0.0
0.0,0.0,0.0,-0.7980474,0.6796195
0.0,1.2143972,0.062914014,-1.5417793,0.0
2.4076374,-3.563169,0.9917358,-0.20381331,0.0
-0.2332555,0.0,0.0,0.24038625,-0.084610224
1.0846481,0.0916632,-2.450273,1.0812683,0.0
0.0,0.0,0.0,-0.47510096,0.38001853
0.0,0.53249025,0.0,0.0053679347,-0.38554907
-0.9644053,2.5978718,-0.646168,-1.2780623,0.0
0.0,0.0,0.0,-0.1068967,0.0
0.0,0.0,0.0,-0.5439936,0.35864615
0.004166603,-0.5643836,0.0,0.6632782,0.004566252
0.0,-0.17601687,0.19598818,-0.4097588,0.0
0.0,1.7481183,-0.7001795,-1.1978453,0.0
-0.1023905,0.0,0.0,0.0,0.0
-0.08448452,0.021310389,-0.377591,0.0,0.0
-0.010379612,0.0,0.0,0.0,0.0
0.0,0.0,-2.5213842,-0.062158346,1.9851074
0.0,0.0017263293,0.0,0.16401833,0.0
0.0,0.0,0.0,-0.20410605,0.0
0.0,0.0,0.0,0.06252733,0.0
-0.051318645,0.044149578,0.0,0.0,0.0
0.14157563,-0.37844053,-0.014562231,0.11253026,0.0
0.9069896,0.0374732,-0.2796346,-0.7794726,0.0
0.0,-0.9453834,0.0,1.031282,-0.0024690628
1.6686261,0.0,-1.9821278,0.0,0.0
-0.8831894,-0.576228,1.9195569,-0.63054776,0.0
-1.2186216,0.92006916,0.11307162,0.0,0.0
0.78869677,-0.5386944,0.0,0.0,0.0
0.110982865,-0.5844132,0.20489016,0.0,-0.01766333
0.30213642,0.89545095,0.0,0.0,-1.1866119
0.15854025,-0.52386224,0.0,0.53919584,0.0
1.2110075,0.0,0.37973365,-1.912581,0.0
0.0,0.16703612,0.0,-0.16610438,0.0
0.0,0.0,-0.5663749,-0.13643989,0.0
0.8185111,0.0,0.0,-1.4092767,0.4270193
0.0,-0.015641749,0.0,0.0,0.0
0.0,-0.020640254,0.0,0.98586494,-0.8130095
0.10611266,0.0,-0.39304954,0.0,0.0
0.0,-0.03692019,-0.058929205,0.0,0.0
-2.7614684,0.0,2.4170198,0.0,0.0
0.0,0.26064867,0.0,0.0,0.0
1.0044863,-0.4611995,1.1701981,-0.89560556,-1.066946
0.0,0.13737923,0.0,0.0,0.0
-0.6723176,0.0,0.17346087,0.0,0.0
0.0,-0.119231045,0.0,0.9753789,-0.745577
-0.51731634,-0.045245886,0.0,0.08071745,0.4892907
-0.029133022,0.0,0.6970831,-1.1414865,0.0
0.0,-1.1761367,-0.13216037,0.0,1.0911422
0.0,0.0,-0.25155783,-0.078157544,0.0
0.017540842,0.0,0.0,-0.7895141,0.6669199
0.0,-1.595468,0.75468266,-0.58570147,1.1056924
-0.2801757,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6059976,-0.68314075
0.0,-0.4286269,-1.9430993,2.1002436,0.0
0.0,0.0,-0.46076334,1.345531,-1.1402781
0.0,0.48424846,0.0,-0.32021302,-0.11254004
0.66610074,-0.3965927,0.0,0.0,-0.3036309
