0,1,2,3,4
0.25491208,0.0,0.030090213,0.11569005,-0.95611393
-0.028073236,0.0,0.0,0.0,0.0
-0.088642836,0.0,0.0,-0.24102738,0.12232649
-1.814421,0.0,0.5971999,-0.850494,1.8184836
-0.37193668,0.0,-0.38076565,0.0,0.6457797
-1.0075405,0.0,-0.396945,1.8953936,-0.4997964
-0.68051296,0.0,0.0,1.7456015,-1.3065046
-0.19964945,0.0,0.0,1.6411028,-1.9927156
-1.0753038,0.0,0.0,0.010955811,0.68803346
2.1724052,0.0,-2.3740735,-0.12318063,0.12254614
-2.2012033,0.0,3.2952113,-0.9602432,-0.3998114
0.4395274,0.0,0.0,-0.4418044,0.0
1.8306823,0.0,-0.47332543,-1.7031955,0.0
1.0585938,0.0,-0.56268746,-0.5756329,-0.60757256
0.2638204,0.0,-0.30353206,-0.0102036,0.0
-1.0467377,0.0,0.75790566,-2.3487864,2.3677385
0.0,0.0,-0.15241185,-0.024964929,0.024145365
-0.989868,0.0,-0.40097272,2.3592386,-1.148777
-1.0246551,0.0,-0.46987662,1.8654057,-0.64461
-0.84962404,0.0,-0.37731543,0.50500077,0.41469467
1.5329299,0.0,1.9282115,-1.7126236,-2.2361586
-0.10452074,0.0,0.0,-0.36396742,0.27309692
0.34494603,0.0,-0.15890226,-0.24172625,-0.0071567297
1.1663551,0.0,-2.96029,1.7598927,-0.028366238
0.34559083,0.0,0.24190032,-0.5883399,-0.016121745
0.0,0.0,1.2376187,-1.2974046,-0.43156528
0.0,0.0,-1.3577032,2.4390936,-1.2878618
0.9850651,0.0,-4.1694098,-0.25421733,3.3194005
-0.72422445,0.0,0.0,-0.5861175,0.85571504
0.3229829,0.0,0.0,1.6154482,-2.5315127
0.8017554,0.0,-0.9937423,-0.54015803,-0.12371657
0.0,0.0,0.0,0.33791095,-0.99679846
0.017307878,0.0,0.014259636,0.0,-0.28717017
0.24985576,0.0,0.1215335,-0.34540743,-0.02291651
-0.038689137,0.0,-0.016682774,-1.6040328,1.5564425
0.41725433,0.0,1.1565905,-0.023331389,-1.520433
0.51197517,0.0,0.027803004,-0.043910384,-1.1845229
1.0369594,0.0,-2.3593988,1.4293853,-0.8070964
-1.0832639,0.0,0.0,-0.6360288,1.415264
0.7110908,0.0,0.8378005,-1.6711416,-0.016412884
1.7571962,0.0,-2.133837,0.3311895,0.0
0.1593307,0.0,0.0026899427,-0.1993941,-0.015800714
-0.25890994,0.0,-1.5398192,0.021017611,1.1955485
0.5059353,0.0,-0.03636253,-0.521136,0.0
-0.05340916,0.0,1.3739569,-2.959633,1.0868517
-3.125415,0.0,0.06484139,0.519742,2.059486
0.78222835,0.0,-0.35844228,0.9317727,-1.9715191
-0.45339936,0.0,-0.021227598,-0.97131956,1.1608793
-0.8952336,0.0,0.63638026,-0.78880215,0.93427527
0.0,0.0,0.28442007,-2.4222276,1.9570963
0.55186474,0.0,0.0,-1.3277394,0.16502583
-0.049269795,0.0,-2.0850651,2.0701203,0.0
-0.05650562,0.0,-0.63902336,-0.23749626,0.77542144
-0.6256515,0.0,-1.2006636,0.98169434,0.6181085
0.13222188,0.0,0.0,1.081183,-1.273082
-0.301438,0.0,0.28471947,0.0,0.0
-2.2928023,0.0,0.014873028,1.0774755,0.8318856
0.0,0.0,0.0,-0.5718289,0.06280607
0.09799671,0.0,0.0,0.054377437,-0.45351562
0.90884244,0.0,-0.4615707,-0.29470554,-0.12981755
-2.1460552,0.0,-0.3864592,-0.27287373,2.5865588
0.39685065,0.0,0.0,-0.4237234,0.0
-0.3063674,0.0,0.0,0.21799839,0.0
-1.6194265,0.0,1.7832881,-0.49167153,-0.1879392
0.0,0.0,-1.1506412,1.404117,-0.5428405
-1.932522,0.0,0.0,0.34029037,1.1640251
0.65185964,0.0,0.0,-0.5830512,-0.40454835
0.03545168,0.0,-0.14002705,-0.11657119,0.022783369
-0.8408477,0.0,-0.6458441,1.3662838,-0.07313484
-1.009306,0.0,0.0,-0.20403409,0.8848451
1.4848554,0.0,-0.00415051,-1.3637438,0.0
0.0,0.0,-0.49646968,0.8163102,-0.9375513
0.0,0.0,0.014109716,-0.022555232,0.0
-1.4004766,0.0,0.22364783,-2.5065875,3.199067
0.5726218,0.0,-0.69394726,0.23720896,-0.44974577
-1.093673,0.0,1.5792179,-0.5406084,0.0
-0.38214123,0.0,-0.050873995,-1.786495,2.0305269
-0.011785626,0.0,0.0,-1.4415219,1.2623452
2.1073542,0.0,-0.6382108,0.0,-1.8872879
0.03371598,0.0,0.0,-0.64673364,0.34215295
-0.52792317,0.0,0.0,0.15486276,0.44371533
0.15410158,0.0,-0.19798383,0.0037779808,0.0
0.13703114,0.0,-0.40495285,0.0,0.0
1.1531656,0.0,0.0,0.40729573,-1.6487386
-0.19970822,0.0,0.66950333,-1.5843172,0.86512655
0.0,0.0,-0.20758313,1.702221,-2.0252175
0.0,0.0,1.3303924,-0.33070543,-1.1586764
2.04102,0.0,0.0,0.3325836,-2.5110252
-0.0058588237,0.0,0.7240369,-0.64444697,0.0
0.0,0.0,-0.77801144,1.1927422,-0.45638907
-0.19359702,0.0,0.6713017,0.6439868,-1.8526313
-0.011617005,0.0,0.0,0.22775841,-0.7327794
-0.015622377,0.0,-0.6987423,0.68288636,0.0
-0.012922764,0.0,0.31415987,-0.44720978,0.0
1.4725348,0.0,0.016148806,-1.8716959,0.0
-0.018556118,0.0,0.123990774,-0.70037913,0.13136354
-0.28899223,0.0,0.0,-0.769642,0.8605468
-0.7182529,0.0,0.0111115575,0.49936736,-0.10103347
