,time,sigma,method,cluster,model
0,8.87147316325243,2.127127887366526e-10,shap,0,cph
1,9.86923181643317,4.258574423257393e-10,shap,0,cph
2,16.5263242952604,6.391116005819435e-10,shap,0,cph
3,23.1109714566359,6.391116005819435e-10,shap,0,cph
4,24.082708462074,8.525090840310859e-10,shap,0,cph
5,25.3323262387127,1.065932248325702e-09,shap,0,cph
6,25.4059176550618,1.2794966581880489e-09,shap,0,cph
7,26.3621543265538,1.493189152209724e-09,shap,0,cph
8,27.8005171550472,1.70705367788317e-09,shap,0,cph
9,28.4686848890552,1.920931383665053e-09,shap,0,cph
10,29.9208512047638,2.1348706783691785e-09,shap,0,cph
11,30.1516978756703,2.3491108006274577e-09,shap,0,cph
12,30.3246953347821,2.563715187021971e-09,shap,0,cph
13,32.5546233914804,2.7784889872596352e-09,shap,0,cph
14,33.5609194221822,2.993333248317945e-09,shap,0,cph
15,35.4388915411809,3.208592145178378e-09,shap,0,cph
16,35.8175252169684,3.4238822216370962e-09,shap,0,cph
17,39.7928298926374,3.6392917459393756e-09,shap,0,cph
18,42.709117941674,3.854859755810446e-09,shap,0,cph
19,42.9621164087509,4.070701189414811e-09,shap,0,cph
20,43.3266415335078,4.286476382250095e-09,shap,0,cph
21,44.279215983917,4.502342293769644e-09,shap,0,cph
22,44.8779236459573,4.718272314651988e-09,shap,0,cph
23,45.7176862370226,4.93439850034405e-09,shap,0,cph
24,48.6853780443813,4.93439850034405e-09,shap,0,cph
25,49.1934296629408,5.150784361279718e-09,shap,0,cph
26,49.8141825505253,5.367414787839104e-09,shap,0,cph
27,51.6752707427474,5.584109153109285e-09,shap,0,cph
28,51.7239557278839,5.80119002604671e-09,shap,0,cph
29,53.0617265897002,6.018449743900347e-09,shap,0,cph
30,53.3913134421551,6.235810379774762e-09,shap,0,cph
31,54.8456069963115,6.453361713048515e-09,shap,0,cph
32,55.2997889152169,6.670917036097464e-09,shap,0,cph
33,55.7449168325647,6.888593616210365e-09,shap,0,cph
34,56.3455208473817,7.106555845557757e-09,shap,0,cph
35,58.3019436498451,7.32495893480041e-09,shap,0,cph
36,58.871306076801,7.543408444291609e-09,shap,0,cph
37,59.6114577899279,7.543408444291609e-09,shap,0,cph
38,61.4891552165014,7.762311060853797e-09,shap,0,cph
39,61.649472799778,7.981244558423294e-09,shap,0,cph
40,62.2227214981802,8.200468614028015e-09,shap,0,cph
41,62.8520770098839,8.419659092254601e-09,shap,0,cph
42,62.856259400529,8.639169995787346e-09,shap,0,cph
43,63.3100030774869,8.85878989544457e-09,shap,0,cph
44,63.7805960634574,9.078584495290028e-09,shap,0,cph
45,65.6445669305465,9.298811037580632e-09,shap,0,cph
46,65.7650539010374,9.519062616726784e-09,shap,0,cph
47,66.1003966041657,9.739592813198763e-09,shap,0,cph
48,66.3268281933806,9.739592813198763e-09,shap,0,cph
49,67.0045306911074,9.96091837084522e-09,shap,0,cph
50,68.8080062396135,1.0182456948025754e-08,shap,0,cph
51,69.6248496488941,1.0404100348728661e-08,shap,0,cph
52,73.4277721961669,1.0625961219861885e-08,shap,0,cph
53,73.4794203136551,1.0847880224919832e-08,shap,0,cph
54,74.3098293513414,1.1069927607355992e-08,shap,0,cph
55,74.3209918591831,1.1292084990499722e-08,shap,0,cph
56,74.8651327433033,1.151414950966814e-08,shap,0,cph
57,76.0134725156012,1.1736756330097524e-08,shap,0,cph
58,76.4641948043368,1.1959251842845615e-08,shap,0,cph
59,77.9965385485488,1.1959251842845615e-08,shap,0,cph
60,78.0538892815727,1.2181985666613708e-08,shap,0,cph
61,78.9064910262204,1.2405006103325969e-08,shap,0,cph
62,80.387548731163,1.2628227002770968e-08,shap,0,cph
63,80.7265691022171,1.2851347335509628e-08,shap,0,cph
64,81.1074160088595,1.2851347335509628e-08,shap,0,cph
65,81.8840053869151,1.3074540101291188e-08,shap,0,cph
66,82.2954638120994,1.3297811346987141e-08,shap,0,cph
67,83.8701919482438,1.3521227681177799e-08,shap,0,cph
68,84.088262137914,1.3521227681177799e-08,shap,0,cph
69,84.772564263225,1.3744974060977649e-08,shap,0,cph
70,84.8706440800254,1.3968873316305945e-08,shap,0,cph
71,87.3826227669049,1.419311463287319e-08,shap,0,cph
72,88.48506948625,1.4417543913616854e-08,shap,0,cph
73,89.3992840898139,1.4642194430001348e-08,shap,0,cph
74,89.6742771462701,1.4867114410380061e-08,shap,0,cph
75,90.2289430569326,1.4867114410380061e-08,shap,0,cph
76,90.6636016769119,1.5092823444185773e-08,shap,0,cph
77,92.9243610511643,1.531889541014591e-08,shap,0,cph
78,95.4767951237138,1.554488773606615e-08,shap,0,cph
79,95.7421337671722,1.5771052345212214e-08,shap,0,cph
80,96.2192059718744,1.5997442304338408e-08,shap,0,cph
81,96.294448630709,1.6224570596845163e-08,shap,0,cph
82,97.1021102450898,1.6451910995745184e-08,shap,0,cph
83,98.7943073349016,1.6679645136319114e-08,shap,0,cph
84,99.0718528312173,1.690776751615574e-08,shap,0,cph
85,99.3312409191444,1.690776751615574e-08,shap,0,cph
86,99.5927362984756,1.713629227042746e-08,shap,0,cph
87,101.547725554049,1.736513570229285e-08,shap,0,cph
88,101.718259574385,1.7594272282149225e-08,shap,0,cph
89,101.868114780674,1.7823349484034733e-08,shap,0,cph
90,102.007843016765,1.805248302929088e-08,shap,0,cph
91,102.096733666493,1.8281571749001023e-08,shap,0,cph
92,102.295673375607,1.8510836270997915e-08,shap,0,cph
93,103.329468504214,1.8740077617286165e-08,shap,0,cph
94,103.983993265378,1.896923422081758e-08,shap,0,cph
95,105.556406527486,1.9198598307306594e-08,shap,0,cph
96,106.515702301913,1.9427899626575574e-08,shap,0,cph
97,106.961085170344,1.9657227949042036e-08,shap,0,cph
98,107.045101657488,1.9886594825440732e-08,shap,0,cph
99,107.502625150401,2.0115967908236486e-08,shap,0,cph
100,109.729142944384,2.034521553803521e-08,shap,0,cph
101,110.156649555225,2.0574546531495772e-08,shap,0,cph
102,110.210340547876,2.080375029250225e-08,shap,0,cph
103,110.449597104049,2.103313448222812e-08,shap,0,cph
104,110.580869849019,2.1262501199497415e-08,shap,0,cph
105,111.811747388061,2.1492046496539392e-08,shap,0,cph
106,111.973628358394,2.1722269852019024e-08,shap,0,cph
107,113.668837223721,2.1952655711584462e-08,shap,0,cph
108,113.673971024396,2.2182977292056077e-08,shap,0,cph
109,114.425756911962,2.2413716713692796e-08,shap,0,cph
110,114.584093487516,2.26446970288013e-08,shap,0,cph
111,114.633486323182,2.287585336695715e-08,shap,0,cph
112,115.251976558813,2.310728872452099e-08,shap,0,cph
113,117.420317378753,2.3338605965344036e-08,shap,0,cph
114,118.592742092695,2.3569843753315735e-08,shap,0,cph
115,118.888302292994,2.380100156677351e-08,shap,0,cph
116,119.255094146379,2.4032544056305448e-08,shap,0,cph
117,119.569286478706,2.426415035732772e-08,shap,0,cph
118,119.725377403792,2.44959701189292e-08,shap,0,cph
119,119.736078488914,2.4727874730512485e-08,shap,0,cph
120,119.966102485317,2.495971570527057e-08,shap,0,cph
121,120.037456212693,2.5191812756920597e-08,shap,0,cph
122,120.197900610451,2.5423833562087576e-08,shap,0,cph
123,120.349287028459,2.565604572251364e-08,shap,0,cph
124,121.420271276594,2.5888151272157997e-08,shap,0,cph
125,122.572910891996,2.6120158819321684e-08,shap,0,cph
126,122.636629012429,2.6352176797840202e-08,shap,0,cph
127,122.742847136214,2.6584088060388532e-08,shap,0,cph
128,123.232373738238,2.6816247660236235e-08,shap,0,cph
129,123.972069290375,2.7048711030253042e-08,shap,0,cph
130,123.98268483877,2.7281089452112382e-08,shap,0,cph
131,123.987500345975,2.7514133031387316e-08,shap,0,cph
132,124.464893131317,2.774733520032803e-08,shap,0,cph
133,125.098670777709,2.798081873802283e-08,shap,0,cph
134,125.710955450303,2.821439486546052e-08,shap,0,cph
135,125.90876466589,2.8448408530798052e-08,shap,0,cph
136,126.480934000116,2.8682682348398046e-08,shap,0,cph
137,127.547252711677,2.891703615134508e-08,shap,0,cph
138,128.412518261679,2.9151511121591267e-08,shap,0,cph
139,128.520793531247,2.93859043468928e-08,shap,0,cph
140,128.709180024298,2.9620329081471476e-08,shap,0,cph
141,128.742628425514,2.985504874673222e-08,shap,0,cph
142,129.98480884474,3.0090242138272574e-08,shap,0,cph
143,130.144396072206,3.0090242138272574e-08,shap,0,cph
144,130.438289069524,3.032619216736628e-08,shap,0,cph
145,130.55424296341,3.056217914132454e-08,shap,0,cph
146,130.783900929636,3.079812155388398e-08,shap,0,cph
147,131.016361934587,3.10340287279212e-08,shap,0,cph
148,132.312000300555,3.127014199223088e-08,shap,0,cph
149,132.796346580434,3.150682686091624e-08,shap,0,cph
150,133.157405678647,3.1743886408490036e-08,shap,0,cph
151,133.565446199518,3.1743886408490036e-08,shap,0,cph
152,133.95967787375,3.19812240470582e-08,shap,0,cph
153,134.510618085844,3.19812240470582e-08,shap,0,cph
154,134.512900001532,3.221881201193477e-08,shap,0,cph
155,135.259521438966,3.2456423029254085e-08,shap,0,cph
156,135.655623271984,3.2693927179175925e-08,shap,0,cph
157,135.992350317418,3.293134613774524e-08,shap,0,cph
158,136.598268936249,3.3168768397204344e-08,shap,0,cph
159,136.652505988824,3.340605607354553e-08,shap,0,cph
160,137.194569671174,3.3643493201792094e-08,shap,0,cph
161,137.26261360492,3.3881288457842745e-08,shap,0,cph
