,variable_name,variable,value
264,x5,0.872932813581013,0.04760696584519823
265,x1,0.883421029331643,0.07388846373178379
266,x2,0.883421029331643,0.03485797699209517
267,x3,0.883421029331643,0.033508643889974925
268,x4,0.883421029331643,0.037278588695341196
269,x5,0.883421029331643,0.04869711986535437
270,x1,0.88494696541528,0.07287073664959988
271,x2,0.88494696541528,0.03555808295253339
272,x3,0.88494696541528,0.03360976585437956
273,x4,0.88494696541528,0.03718852046667991
274,x5,0.88494696541528,0.0492089065821099
275,x1,0.885600835782082,0.07461494135771235
276,x2,0.885600835782082,0.03663407597992193
277,x3,0.885600835782082,0.03437450914131087
278,x4,0.885600835782082,0.037840045789234375
279,x5,0.885600835782082,0.04550382979458452
280,x1,0.89008843738443,0.07311025958458736
281,x2,0.89008843738443,0.03818122904327214
282,x3,0.89008843738443,0.03582424868948495
283,x4,0.89008843738443,0.037227469374068366
284,x5,0.89008843738443,0.046314871901348295
285,x1,0.899638558506461,0.07277063666031726
286,x2,0.899638558506461,0.041296990764994664
287,x3,0.899638558506461,0.03632935469680993
288,x4,0.899638558506461,0.036879934021249255
289,x5,0.899638558506461,0.04654443207549301
290,x1,0.912329618436639,0.0718977952307949
291,x2,0.912329618436639,0.04060217096823182
292,x3,0.912329618436639,0.032258096203962305
293,x4,0.912329618436639,0.03512991958248798
294,x5,0.912329618436639,0.04764300867365175
295,x1,0.917938281018223,0.07113400066081428
296,x2,0.917938281018223,0.05105521836343012
297,x3,0.917938281018223,0.03639358318133758
298,x4,0.917938281018223,0.032029948417796925
299,x5,0.917938281018223,0.05724716863446757
300,x1,0.918401178547878,0.07198180094599013
301,x2,0.918401178547878,0.04641104743698378
302,x3,0.918401178547878,0.03706257702479995
303,x4,0.918401178547878,0.03337514102330761
304,x5,0.918401178547878,0.052342584021766045
305,x1,0.919862211014396,0.07281561771258649
306,x2,0.919862211014396,0.04627365996706314
307,x3,0.919862211014396,0.03760284634162753
308,x4,0.919862211014396,0.03521540005341506
309,x5,0.919862211014396,0.050138083548848335
310,x1,0.92472604940339,0.07230790337670202
311,x2,0.92472604940339,0.044321341633222565
312,x3,0.92472604940339,0.03828086406049417
313,x4,0.92472604940339,0.035268487584620534
314,x5,0.92472604940339,0.05212631395409131
315,x1,0.956083888789124,0.07139525692557162
316,x2,0.956083888789124,0.04639042260245983
317,x3,0.956083888789124,0.03913191961290213
318,x4,0.956083888789124,0.03526661878673529
319,x5,0.956083888789124,0.052393797721940805
320,x1,0.958053628033889,0.07111904098335589
321,x2,0.958053628033889,0.04747965899402209
322,x3,0.958053628033889,0.039617031360225874
323,x4,0.958053628033889,0.0340729660429257
324,x5,0.958053628033889,0.053684665994321375
325,x1,0.968010214735821,0.07122082900411156
326,x2,0.968010214735821,0.04167072435152193
327,x3,0.968010214735821,0.03909025352353353
328,x4,0.968010214735821,0.03349472678772946
329,x5,0.968010214735821,0.057457720703135685
330,x1,0.970687201974573,0.07177930608592191
331,x2,0.970687201974573,0.04250750363961965
332,x3,0.970687201974573,0.038454163298482384
333,x4,0.970687201974573,0.034302031299930716
334,x5,0.970687201974573,0.05848057626864669
335,x1,0.972664850528062,0.07015770394354878
336,x2,0.972664850528062,0.04529679820597752
337,x3,0.972664850528062,0.03707913907679505
338,x4,0.972664850528062,0.033613359547363206
339,x5,0.972664850528062,0.054709674067079904
340,x1,0.974971918566113,0.06958346632937737
341,x2,0.974971918566113,0.04566654740043358
342,x3,0.974971918566113,0.037475957441792954
343,x4,0.974971918566113,0.03234739163615578
344,x5,0.974971918566113,0.05747018853285072
345,x1,0.987280147556766,0.07049448050923791
346,x2,0.987280147556766,0.04553338099897663
347,x3,0.987280147556766,0.037479542140560894
348,x4,0.987280147556766,0.033064544870439465
349,x5,0.987280147556766,0.06254871203771122
350,x1,0.987585925889139,0.06838203845183671
351,x2,0.987585925889139,0.04835976354539391
352,x3,0.987585925889139,0.039508636752631186
353,x4,0.987585925889139,0.032557865808561244
354,x5,0.987585925889139,0.0634907261995464
355,x1,0.992340990150594,0.06802361420284979
356,x2,0.992340990150594,0.0500174446620371
357,x3,0.992340990150594,0.04051508318175723
358,x4,0.992340990150594,0.033066822401252825
359,x5,0.992340990150594,0.06480633797247448
360,x1,0.995477923592262,0.06736422941878505
361,x2,0.995477923592262,0.04880384308729133
362,x3,0.995477923592262,0.0404662360780534
363,x4,0.995477923592262,0.03353175217282454
364,x5,0.995477923592262,0.063822693257273
365,x1,0.997804011870985,0.06698871125310478
366,x2,0.997804011870985,0.05024087569034694
367,x3,0.997804011870985,0.040456341494467196
368,x4,0.997804011870985,0.03347962549620782
369,x5,0.997804011870985,0.06608276013982076
370,x1,1.00206833128152,0.06576771975230306
371,x2,1.00206833128152,0.05318141973925748
372,x3,1.00206833128152,0.03783426116274364
373,x4,1.00206833128152,0.03466686901333272
374,x5,1.00206833128152,0.06920857555436545
375,x1,1.00217173707292,0.06659065311066452
376,x2,1.00217173707292,0.05444770726571536
377,x3,1.00217173707292,0.036569768195149156
378,x4,1.00217173707292,0.03331681151785386
379,x5,1.00217173707292,0.06674510698707806
380,x1,1.00765139078232,0.06564372314879
381,x2,1.00765139078232,0.04850885133126255
382,x3,1.00765139078232,0.03676989534940282
383,x4,1.00765139078232,0.0335454392559732
384,x5,1.00765139078232,0.06491707505337664
385,x1,1.03324234171615,0.06444358520996803
386,x2,1.03324234171615,0.048352072497848564
387,x3,1.03324234171615,0.03618406550884572
388,x4,1.03324234171615,0.034747119079520876
389,x5,1.03324234171615,0.06675159916837577
390,x1,1.04068952325379,0.06350430727841785
391,x2,1.04068952325379,0.04875110685555559
392,x3,1.04068952325379,0.03667936346511227
393,x4,1.04068952325379,0.0360323572619701
394,x5,1.04068952325379,0.06360702164433707
395,x1,1.04284855507898,0.06368941584320784
396,x2,1.04284855507898,0.04590109818578241
397,x3,1.04284855507898,0.03790727775842328
398,x4,1.04284855507898,0.035797778029465745
399,x5,1.04284855507898,0.0626478024948846
400,x1,1.05339388312384,0.06632154856306335
401,x2,1.05339388312384,0.04693342702399075
402,x3,1.05339388312384,0.037374128258279
403,x4,1.05339388312384,0.036889028754148796
404,x5,1.05339388312384,0.06159863780267981
405,x1,1.05566055175661,0.06739746478037396
406,x2,1.05566055175661,0.043399793561515534
407,x3,1.05566055175661,0.03730141179681813
408,x4,1.05566055175661,0.0365889437351929
409,x5,1.05566055175661,0.0591729432713152
410,x1,1.05625372530215,0.07045878404202795
411,x2,1.05625372530215,0.043736939150374035
412,x3,1.05625372530215,0.03725992116662506
413,x4,1.05625372530215,0.03650780938902343
414,x5,1.05625372530215,0.05857199220867863
415,x1,1.05697716141991,0.07131423949438175
416,x2,1.05697716141991,0.040148633172140125
417,x3,1.05697716141991,0.037451416814040586
418,x4,1.05697716141991,0.036435444716668694
419,x5,1.05697716141991,0.0596905625283247
420,x1,1.06620989929132,0.07223917916769959
421,x2,1.06620989929132,0.04136091673938574
422,x3,1.06620989929132,0.0367726059643243
423,x4,1.06620989929132,0.03767962127565162
424,x5,1.06620989929132,0.060828807863439825
425,x1,1.06778695686967,0.0722432077209442
426,x2,1.06778695686967,0.044209718881421056
427,x3,1.06778695686967,0.03780175395350433
428,x4,1.06778695686967,0.037413044556744476
429,x5,1.06778695686967,0.06075948658769994
430,x1,1.0754346736579,0.07319019353303376
431,x2,1.0754346736579,0.04379473925839553
432,x3,1.0754346736579,0.038200666493541015
433,x4,1.0754346736579,0.036048677344235794
434,x5,1.0754346736579,0.059879989578597644
435,x1,1.07883284388065,0.07488089111410351
436,x2,1.07883284388065,0.044196438619839996
437,x3,1.07883284388065,0.03723478575196818
438,x4,1.07883284388065,0.034696156125287245
439,x5,1.07883284388065,0.05113199718686926
440,x1,1.08599389725859,0.07352002618460658
441,x2,1.08599389725859,0.04383922206343466
442,x3,1.08599389725859,0.03708021658658472
443,x4,1.08599389725859,0.03448995562830486
444,x5,1.08599389725859,0.051658917506122996
445,x1,1.09519588662008,0.07251096735758172
446,x2,1.09519588662008,0.04564549834386665
447,x3,1.09519588662008,0.03774343300763384
448,x4,1.09519588662008,0.035104073706213004
449,x5,1.09519588662008,0.049244226622476434
450,x1,1.10849035722399,0.0714036051153043
451,x2,1.10849035722399,0.04879315076159881
452,x3,1.10849035722399,0.03885880042659162
453,x4,1.10849035722399,0.03482632390603649
454,x5,1.10849035722399,0.046960898377706395
455,x1,1.1118616940762,0.07129755758589121
456,x2,1.1118616940762,0.05316181634257489
457,x3,1.1118616940762,0.039888523243605506
458,x4,1.1118616940762,0.034784096039205535
459,x5,1.1118616940762,0.051484103983359335
460,x1,1.11268509507359,0.07167522868593425
461,x2,1.11268509507359,0.051039794988961364
462,x3,1.11268509507359,0.03865957497648789
463,x4,1.11268509507359,0.03425737257078559
464,x5,1.11268509507359,0.045854397248511536
465,x1,1.11386741915419,0.07227443212321165
466,x2,1.11386741915419,0.04789905191286647
467,x3,1.11386741915419,0.03596172393947088
468,x4,1.11386741915419,0.034101847648509
469,x5,1.11386741915419,0.04558675333978312
470,x1,1.13302332259732,0.07317056710174116
471,x2,1.13302332259732,0.04825112005368461
472,x3,1.13302332259732,0.03568032904292757
473,x4,1.13302332259732,0.034088518267280724
474,x5,1.13302332259732,0.044208694526884335
475,x1,1.14447309957941,0.07221612048556199
476,x2,1.14447309957941,0.04881343533911652
477,x3,1.14447309957941,0.03599356134824128
478,x4,1.14447309957941,0.033705897741042046
479,x5,1.14447309957941,0.04301698903120109
480,x1,1.14487965098728,0.07330904681269987
481,x2,1.14487965098728,0.04894232540124864
482,x3,1.14487965098728,0.0360464986867681
483,x4,1.14487965098728,0.032198661671061765
484,x5,1.14487965098728,0.04244199271405536
485,x1,1.153935859045,0.07608492076190661
486,x2,1.153935859045,0.042063941986246314
487,x3,1.153935859045,0.03696817781722782
488,x4,1.153935859045,0.03300256782007528
489,x5,1.153935859045,0.04007852593323539
490,x1,1.17069179000821,0.07575886151997414
491,x2,1.17069179000821,0.04495904789101073
492,x3,1.17069179000821,0.036619901770750925
493,x4,1.17069179000821,0.03112416341542095
494,x5,1.17069179000821,0.042843471943336604
495,x1,1.17458157907532,0.07700066598593273
496,x2,1.17458157907532,0.04411148178481507
497,x3,1.17458157907532,0.036249827209311705
498,x4,1.17458157907532,0.03191251420791027
499,x5,1.17458157907532,0.04244688566473109
500,x1,1.17643685372244,0.07868925742567985
501,x2,1.17643685372244,0.050414206071651174
502,x3,1.17643685372244,0.038435327663160664
503,x4,1.17643685372244,0.03354292097991385
504,x5,1.17643685372244,0.04411059917158135
505,x1,1.17856180877454,0.07873649947066967
506,x2,1.17856180877454,0.05182173982193273
507,x3,1.17856180877454,0.037443613992083444
508,x4,1.17856180877454,0.03419842445882229
509,x5,1.17856180877454,0.04441177802196628
510,x1,1.17956904313096,0.07777444683692518
511,x2,1.17956904313096,0.05247651869423102
512,x3,1.17956904313096,0.03725810679887211
513,x4,1.17956904313096,0.033415328039297906
514,x5,1.17956904313096,0.04238862624135753
515,x1,1.18138265512286,0.07648487818142077
516,x2,1.18138265512286,0.05812999534924583
517,x3,1.18138265512286,0.03831911206593717
518,x4,1.18138265512286,0.03332791939048425
519,x5,1.18138265512286,0.04500199304442745
520,x1,1.19448400643987,0.07780167647464076
521,x2,1.19448400643987,0.0596562017328379
522,x3,1.19448400643987,0.037194609654024144
523,x4,1.19448400643987,0.03303417137808424
524,x5,1.19448400643987,0.04167909801010723
525,x1,1.20952715446988,0.0786337791814015
526,x2,1.20952715446988,0.06004926247253685
527,x3,1.20952715446988,0.036818767488763
528,x4,1.20952715446988,0.03425487725707496
529,x5,1.20952715446988,0.04183040370427239
530,x1,1.2096335492604,0.07755310094766454
531,x2,1.2096335492604,0.05649471183586708
532,x3,1.2096335492604,0.037400291695143806
533,x4,1.2096335492604,0.03466235387935925
534,x5,1.2096335492604,0.04204596309675992
535,x1,1.21069468561911,0.07750902931330834
536,x2,1.21069468561911,0.057686883739213345
537,x3,1.21069468561911,0.03669151287225858
538,x4,1.21069468561911,0.034026581329170226
539,x5,1.21069468561911,0.04233398616987625
540,x1,1.22135232606218,0.07794680436010985
541,x2,1.22135232606218,0.059418896540502524
542,x3,1.22135232606218,0.03406855830657851
543,x4,1.22135232606218,0.03396470834695323
544,x5,1.22135232606218,0.042366712091717544
545,x1,1.22801729222841,0.07641306698461789
546,x2,1.22801729222841,0.05888729198062945
547,x3,1.22801729222841,0.03403079234305778
548,x4,1.22801729222841,0.03465894645388658
549,x5,1.22801729222841,0.0419916543228998
550,x1,1.22853780024416,0.0753375123925028
551,x2,1.22853780024416,0.0626324722191142
552,x3,1.22853780024416,0.03228748984828288
553,x4,1.22853780024416,0.03310256638768045
554,x5,1.22853780024416,0.0424197839302718
555,x1,1.22873839182513,0.07533772019806113
556,x2,1.22873839182513,0.062387158632016236
557,x3,1.22873839182513,0.03150959883011876
558,x4,1.22873839182513,0.03257074019572458
559,x5,1.22873839182513,0.042209290136103784
560,x1,1.22957065112776,0.07542737390776165
561,x2,1.22957065112776,0.05889207847144368
562,x3,1.22957065112776,0.031762409295895785
563,x4,1.22957065112776,0.028580676072048436
564,x5,1.22957065112776,0.04139103054241848
565,x1,1.23995319864241,0.07617416985747281
566,x2,1.23995319864241,0.05581155801271782
567,x3,1.23995319864241,0.03191044057884431
568,x4,1.23995319864241,0.02907502279507583
569,x5,1.23995319864241,0.04051145389800818
570,x1,1.24479405675509,0.07800733024178895
571,x2,1.24479405675509,0.05242454515994413
572,x3,1.24479405675509,0.03189772241585314
573,x4,1.24479405675509,0.02960224847507952
574,x5,1.24479405675509,0.04026489916615933
575,x1,1.24943812842896,0.07688078381559199
576,x2,1.24943812842896,0.05305106032597008
577,x3,1.24943812842896,0.03298225094511242
578,x4,1.24943812842896,0.029117921881892467
579,x5,1.24943812842896,0.040106905205449225
580,x1,1.254250308147,0.0768474667671315
581,x2,1.254250308147,0.05421033924965734
582,x3,1.254250308147,0.032302946602509416
583,x4,1.254250308147,0.029060877304552677
584,x5,1.254250308147,0.04009779095695237
585,x1,1.25444982779633,0.07788669451315906
586,x2,1.25444982779633,0.05300052488638151
587,x3,1.25444982779633,0.0322489246407289
588,x4,1.25444982779633,0.028651174703737743
589,x5,1.25444982779633,0.038908512475564414
590,x1,1.27695368303776,0.07737689701718795
591,x2,1.27695368303776,0.05044090485223939
592,x3,1.27695368303776,0.030879124424097983
593,x4,1.27695368303776,0.028479166694097124
594,x5,1.27695368303776,0.03911342719894239
595,x1,1.28531428518031,0.0779797882125513
596,x2,1.28531428518031,0.05174370257845185
597,x3,1.28531428518031,0.030603448282568096
598,x4,1.28531428518031,0.029549250953603074
599,x5,1.28531428518031,0.0392693260397481
600,x1,1.28966363960842,0.0790091667749004
601,x2,1.28966363960842,0.05151474335157339
602,x3,1.28966363960842,0.030858607927803795
603,x4,1.28966363960842,0.028767200972488274
604,x5,1.28966363960842,0.04023137770823484
605,x1,1.29013844049741,0.0786048910334488
606,x2,1.29013844049741,0.05244632748350923
607,x3,1.29013844049741,0.03015117748370378
608,x4,1.29013844049741,0.028910208767035404
609,x5,1.29013844049741,0.041673977398168555
610,x1,1.29019953282559,0.0771336514365159
611,x2,1.29019953282559,0.04795701052752714
612,x3,1.29019953282559,0.030564007043102203
613,x4,1.29019953282559,0.029395026204372714
614,x5,1.29019953282559,0.04278632291275639
615,x1,1.2974875749724,0.07851988191204846
616,x2,1.2974875749724,0.045136302800962064
617,x3,1.2974875749724,0.03161655468342508
618,x4,1.2974875749724,0.029576459723684
619,x5,1.2974875749724,0.04046341022152338
620,x1,1.30111498048947,0.07917731620125168
621,x2,1.30111498048947,0.04432445108044356
622,x3,1.30111498048947,0.03165038859030218
623,x4,1.30111498048947,0.02890153687939129
624,x5,1.30111498048947,0.03960320989478511
625,x1,1.30447371191119,0.07965312467803111
626,x2,1.30447371191119,0.04230207350119866
627,x3,1.30447371191119,0.031807118493629445
628,x4,1.30447371191119,0.029481035756399005
629,x5,1.30447371191119,0.03968357951860355
630,x1,1.31531594624066,0.07775214398595162
631,x2,1.31531594624066,0.042740582180290844
632,x3,1.31531594624066,0.03174431734291508
633,x4,1.31531594624066,0.028707778531537373
634,x5,1.31531594624066,0.040370663801560014
635,x1,1.33213840544272,0.07714050271780847
