,time,brier_score,label
0,256.935,0.005605286150492878,RSF
1,298.51178,0.010871740237439236,RSF
2,368.18768,0.016126048946052983,RSF
3,405.91558,0.02567148252598581,RSF
4,514.26844,0.02954684949862128,RSF
5,540.2383,0.040707451818125094,RSF
6,554.1771200000001,0.04564251879951606,RSF
7,573.87764,0.050364537769128886,RSF
8,615.9454000000001,0.05889770207972399,RSF
9,653.9180200000001,0.06186771415011566,RSF
10,680.4896,0.06695612211223666,RSF
11,690.33986,0.06959308197035739,RSF
12,700.0,0.08152702079252429,RSF
13,703.04038,0.08152702079252429,RSF
14,718.78128,0.08446124063216832,RSF
15,726.2227,0.09083863811272071,RSF
16,764.9558000000001,0.09159273817950488,RSF
17,798.0,0.09701799735730111,RSF
18,821.0417600000002,0.09701799735730111,RSF
19,859.2838800000001,0.09846602384440604,RSF
20,880.9766000000001,0.1013598928057375,RSF
21,900.8424600000001,0.10246082146082776,RSF
22,920.4636000000002,0.10812201865545788,RSF
23,955.5429800000001,0.11281669842018457,RSF
24,959.0,0.11364544329762458,RSF
25,981.9740000000003,0.11514950677113454,RSF
26,1031.5625600000003,0.11661775862140342,RSF
27,1060.53944,0.12075920287724676,RSF
28,1067.79428,0.12561383023032274,RSF
29,1077.64454,0.12742576253302607,RSF
30,1113.4844000000003,0.12530115849735823,RSF
31,1137.69012,0.12397279326151721,RSF
32,1168.1485200000002,0.1240767712667588,RSF
33,1232.0,0.1292115306086198,RSF
34,1238.89584,0.1292115306086198,RSF
35,1272.4922000000001,0.1255070410675611,RSF
36,1292.1927200000002,0.12367964092731158,RSF
37,1310.44662,0.1219197700451265,RSF
38,1327.66296,0.12025076403054485,RSF
39,1386.14714,0.1232612553429705,RSF
40,1422.9740000000008,0.12027684806533313,RSF
41,1468.8476600000001,0.11984324450588467,RSF
42,1562.69792,0.11460366766792783,RSF
43,1599.83726,0.11614026038432942,RSF
44,1764.79688,0.1186292046493416,RSF
45,1800.7409000000005,0.11536663986793447,RSF
46,1845.2968800000003,0.11455305525181671,RSF
47,1939.7968800000003,0.10752966771025323,RSF
48,1969.59896,0.10769644686927134,RSF
49,2047.0403800000045,0.10017522488737911,RSF
50,2296.0000000000005,0.10391610196629021,RSF
51,2341.7513000000004,0.10290268780615823,RSF
52,2482.40104,0.10535771041025299,RSF
53,2522.30468,0.10559290261167324,RSF
54,2601.7135200000016,0.10108412134866918,RSF
55,2692.2539,0.09707414954465705,RSF
56,2702.0,0.09848926998750818,RSF
57,2709.35546,0.09848926998750818,RSF
58,2733.6041600000003,0.09874050335035787,RSF
59,2746.30468,0.0981924307174235,RSF
60,2798.0260000000007,0.09442056147453248,RSF
61,2848.5585800000003,0.09512392814117937,RSF
62,2901.328080000001,0.09014787147763562,RSF
63,2945.5533800000003,0.08989352018375839,RSF
64,2961.0182000000004,0.08854210938514442,RSF
65,3001.7617,0.0933050249324782,RSF
66,3017.31248,0.08920407120539162,RSF
67,3064.5897800000002,0.08896312841458731,RSF
68,3118.41404,0.09461076574393396,RSF
69,3146.8240999999994,0.09467139885699696,RSF
70,3276.5572000000016,0.09124347910229968,RSF
71,3313.84368,0.09140753592529914,RSF
72,3399.0572,0.08508093512595702,RSF
73,3479.3918600000006,0.08576309027171579,RSF
74,3489.81248,0.08221536851035142,RSF
75,3504.7565,0.08256741506427501,RSF
76,3543.2135200000002,0.08115658627713815,RSF
77,3604.39828,0.0819510023847491,RSF
78,3685.5364000000004,0.07502648788762346,RSF
79,3740.15754,0.07524572727233357,RSF
80,3810.1014,0.07605748209593743,RSF
81,3850.85806,0.07659132479781645,RSF
82,3879.24992,0.07749543145441787,RSF
83,3905.55858,0.07504789658736948,RSF
84,3922.40884,0.07557879280438469,RSF
85,3932.2591,0.07629046313457057,RSF
86,3986.3280799999998,0.0742542857279594,RSF
87,4095.0712600000015,0.07539564581106604,RSF
88,4205.859280000001,0.07552336565565629,RSF
89,4405.24196,0.07145760125988795,RSF
90,4493.552,0.06858736707059411,RSF
91,4545.721320000001,0.06526349458260423,RSF
92,4599.109200000001,0.0640677642036878,RSF
93,4634.978879999999,0.06518744769714761,RSF
94,4760.5572,0.06607086477382221,RSF
95,5069.085000000004,0.06590221144221599,RSF
96,5189.671759999999,0.0555910926689192,RSF
97,5239.8488800000005,0.05504584598056298,RSF
98,5335.87488,0.05750841805576679,RSF
99,5382.3254799999995,0.0536646147591598,RSF
100,5528.299000000002,0.05089766480365415,RSF
0,256.935,0.007316846975367203,CPH
1,298.51178,0.01452691050857574,CPH
2,368.18768,0.021087909740802956,CPH
3,405.91558,0.03530066329943785,CPH
4,514.26844,0.04250753368999495,CPH
5,540.2383,0.05748113436621601,CPH
6,554.1771200000001,0.06404558063971141,CPH
7,573.87764,0.061173177774589145,CPH
8,615.9454000000001,0.0712295556933589,CPH
9,653.9180200000001,0.07728211508620253,CPH
10,680.4896,0.08318679044289237,CPH
11,690.33986,0.08959987095637305,CPH
12,700.0,0.10323499340166292,CPH
13,703.04038,0.10323499340166292,CPH
14,718.78128,0.10839965631994535,CPH
15,726.2227,0.11617921176376986,CPH
16,764.9558000000001,0.1152961676972348,CPH
17,798.0,0.12416045112624069,CPH
18,821.0417600000002,0.12416045112624069,CPH
19,859.2838800000001,0.12724334138711543,CPH
20,880.9766000000001,0.12700902291893107,CPH
21,900.8424600000001,0.1273588545457818,CPH
22,920.4636000000002,0.1318886042724308,CPH
23,955.5429800000001,0.13745584837418068,CPH
24,959.0,0.1368559117634524,CPH
25,981.9740000000003,0.13777846440215097,CPH
