,time,sigma,method,cluster,model
265,108.199316980549,4.891612434885733e-08,shap,1,cph
266,108.460751282372,4.913410392540588e-08,shap,1,cph
267,108.792361849014,4.935213039778525e-08,shap,1,cph
268,108.817216955172,4.9570105083958286e-08,shap,1,cph
269,108.895129786359,4.9788236926797495e-08,shap,1,cph
270,108.986513217502,4.9788236926797495e-08,shap,1,cph
271,109.275059488856,5.000664997192943e-08,shap,1,cph
272,109.276250204745,5.0225901057932693e-08,shap,1,cph
273,109.38259753031,5.0445240565087506e-08,shap,1,cph
274,109.438184379564,5.0665061385315096e-08,shap,1,cph
275,109.819117116392,5.088474252321853e-08,shap,1,cph
276,109.884116047291,5.1104303755489e-08,shap,1,cph
277,111.274061298875,5.132393360853538e-08,shap,1,cph
278,111.441345671868,5.1543801952166995e-08,shap,1,cph
279,111.817496459726,5.1764078165589466e-08,shap,1,cph
280,112.481968705663,5.1984502451220505e-08,shap,1,cph
281,112.664956621128,5.2205286562835224e-08,shap,1,cph
282,113.697416562123,5.242644609653633e-08,shap,1,cph
283,114.072207267588,5.264755135174001e-08,shap,1,cph
284,114.195629950136,5.2868991047496746e-08,shap,1,cph
285,114.231914981036,5.309037399802786e-08,shap,1,cph
286,114.257274598881,5.331174628538838e-08,shap,1,cph
287,115.202916208458,5.353304987684318e-08,shap,1,cph
288,115.332252687598,5.375429743054066e-08,shap,1,cph
289,115.418358192165,5.397573136720427e-08,shap,1,cph
290,115.455737489792,5.41977134755645e-08,shap,1,cph
291,115.502886984621,5.441985936111428e-08,shap,1,cph
292,115.518116278234,5.464211534880746e-08,shap,1,cph
293,115.652946995877,5.486479015430962e-08,shap,1,cph
294,115.68723097323,5.508782307767981e-08,shap,1,cph
295,115.734935039279,5.5310888490158725e-08,shap,1,cph
296,115.737097452124,5.5534040316180166e-08,shap,1,cph
297,117.397485422577,5.575710520600782e-08,shap,1,cph
298,117.428335829222,5.5980404563487535e-08,shap,1,cph
299,117.644317093251,5.620364816653029e-08,shap,1,cph
300,117.823235548636,5.642699798046132e-08,shap,1,cph
301,118.009037876814,5.665087003135466e-08,shap,1,cph
302,118.021980979713,5.687518010327265e-08,shap,1,cph
303,118.307281376194,5.709972955502259e-08,shap,1,cph
304,118.465330021822,5.732461590575932e-08,shap,1,cph
305,118.652148793437,5.7549588675631195e-08,shap,1,cph
306,118.696132714475,5.7774987318567674e-08,shap,1,cph
307,118.742096644913,5.8000339237390746e-08,shap,1,cph
308,118.794400626481,5.8226008782503745e-08,shap,1,cph
309,118.961459981576,5.845172692821455e-08,shap,1,cph
310,119.13768557996,5.8677445466731006e-08,shap,1,cph
311,119.295710447501,5.890307967963912e-08,shap,1,cph
312,119.299593633887,5.912861767713595e-08,shap,1,cph
313,119.405740380124,5.935416395350991e-08,shap,1,cph
314,119.635955853174,5.9579790423701955e-08,shap,1,cph
315,120.251896442308,5.980540907602851e-08,shap,1,cph
316,120.291133716645,5.980540907602851e-08,shap,1,cph
317,120.605015309511,6.0032174499133e-08,shap,1,cph
318,120.617070209885,6.025907685711643e-08,shap,1,cph
319,120.955598201109,6.048625595854813e-08,shap,1,cph
320,121.035375853148,6.071358091536317e-08,shap,1,cph
321,121.100190613366,6.094108284674993e-08,shap,1,cph
322,122.310916989285,6.116847648373959e-08,shap,1,cph
323,122.503092181449,6.139585424565844e-08,shap,1,cph
324,122.753657235528,6.162388260606163e-08,shap,1,cph
325,123.431332803373,6.18527375347166e-08,shap,1,cph
326,123.906083114207,6.208154941266364e-08,shap,1,cph
327,124.645446117141,6.231030815784268e-08,shap,1,cph
328,125.222648958588,6.231030815784268e-08,shap,1,cph
329,125.348380169384,6.253955029611313e-08,shap,1,cph
330,125.663250961743,6.276881690265598e-08,shap,1,cph
331,125.794556899806,6.299829085039726e-08,shap,1,cph
332,126.167838526937,6.322791334387316e-08,shap,1,cph
333,126.35897229477,6.345767699290785e-08,shap,1,cph
334,126.609836648144,6.368741648476313e-08,shap,1,cph
335,126.925940472648,6.391732045668904e-08,shap,1,cph
336,127.139675519825,6.414718040403721e-08,shap,1,cph
337,127.30046651013,6.437723395382086e-08,shap,1,cph
338,127.572942219052,6.46072299023671e-08,shap,1,cph
339,127.794495457043,6.483775956644296e-08,shap,1,cph
340,128.043554943563,6.506848306687893e-08,shap,1,cph
341,128.106599066869,6.529971527958122e-08,shap,1,cph
342,128.165975193608,6.553121140934134e-08,shap,1,cph
343,128.405209813532,6.57631402688013e-08,shap,1,cph
344,128.95553062631,6.599559079512075e-08,shap,1,cph
345,130.034746113779,6.599559079512075e-08,shap,1,cph
346,130.312820970094,6.62287683687879e-08,shap,1,cph
347,131.244513595208,6.646233895552962e-08,shap,1,cph
348,131.261137718325,6.669584004022448e-08,shap,1,cph
349,131.407175210303,6.693008070340127e-08,shap,1,cph
350,131.736234874938,6.693008070340127e-08,shap,1,cph
351,131.870658706744,6.716529854665554e-08,shap,1,cph
352,131.995504695445,6.740118441743748e-08,shap,1,cph
353,132.06242946784,6.76370879359424e-08,shap,1,cph
354,132.066775245984,6.787288964400628e-08,shap,1,cph
355,132.191769499815,6.810877154595144e-08,shap,1,cph
356,132.215627195751,6.834455457584245e-08,shap,1,cph
357,132.250934711781,6.858127226139648e-08,shap,1,cph
358,132.682491990911,6.858127226139648e-08,shap,1,cph
359,133.096312905975,6.881841714496321e-08,shap,1,cph
360,133.7479803959,6.905564199222967e-08,shap,1,cph
361,133.78558153373,6.929283314413447e-08,shap,1,cph
362,134.083389318164,6.953081227782421e-08,shap,1,cph
363,134.260328357112,6.976905570582395e-08,shap,1,cph
364,134.479128907719,7.000716442652325e-08,shap,1,cph
365,134.68039723503,7.024634682021352e-08,shap,1,cph
366,134.985186287299,7.048559330761465e-08,shap,1,cph
367,135.024318931394,7.072486265830765e-08,shap,1,cph
368,135.066063973691,7.096404481174833e-08,shap,1,cph
369,135.172928885212,7.120418971078398e-08,shap,1,cph
370,135.336978552045,7.144459064763827e-08,shap,1,cph
371,135.489509056981,7.168484152889309e-08,shap,1,cph
372,135.658867792345,7.192542970228548e-08,shap,1,cph
373,136.110583161746,7.216645867627978e-08,shap,1,cph
374,136.122169743504,7.240785308408074e-08,shap,1,cph
375,137.174928963393,7.264934696502827e-08,shap,1,cph
376,137.229031469963,7.289157316211226e-08,shap,1,cph
377,138.011195059351,7.313369934868738e-08,shap,1,cph
378,138.037696342162,7.337575749421563e-08,shap,1,cph
379,138.119877879324,7.361766566409803e-08,shap,1,cph
380,138.130102493287,7.386005355976537e-08,shap,1,cph
381,138.151132820237,7.386005355976537e-08,shap,1,cph
382,138.169358023565,7.410328704334593e-08,shap,1,cph
383,138.358073713224,7.4346623724512e-08,shap,1,cph
384,138.457692541206,7.4346623724512e-08,shap,1,cph
385,138.80184894136,7.459069171410517e-08,shap,1,cph
386,139.182629056236,7.483515382934458e-08,shap,1,cph
387,139.287329483318,7.50798760791588e-08,shap,1,cph
388,139.488893475395,7.532491671829726e-08,shap,1,cph
389,139.597911364195,7.557041172311391e-08,shap,1,cph
390,139.746718114905,7.557041172311391e-08,shap,1,cph
391,139.859450246311,7.581720275213357e-08,shap,1,cph
392,140.84716664592,7.60638692246074e-08,shap,1,cph
393,141.009417180749,7.631069021651224e-08,shap,1,cph
394,141.574938651238,7.655793471783885e-08,shap,1,cph
395,141.835709612269,7.68055080559217e-08,shap,1,cph
396,142.275534110336,7.705350049885466e-08,shap,1,cph
397,142.286680432703,7.730193431070183e-08,shap,1,cph
398,142.458087253793,7.755072323282022e-08,shap,1,cph
399,142.947647033354,7.779929029419846e-08,shap,1,cph
400,142.977548051003,7.804763816999092e-08,shap,1,cph
401,143.153084031703,7.829595922903014e-08,shap,1,cph
402,143.539600174436,7.854446988523104e-08,shap,1,cph
403,143.579826155243,7.854446988523104e-08,shap,1,cph
404,143.93903132894,7.87939556666981e-08,shap,1,cph
405,143.972986970041,7.87939556666981e-08,shap,1,cph
406,144.040598060388,7.904463770426579e-08,shap,1,cph
407,144.254817863163,7.929595776076802e-08,shap,1,cph
408,144.473740661629,7.954710782732607e-08,shap,1,cph
409,144.535033732714,7.979865859117987e-08,shap,1,cph
410,144.742825931664,8.005042809505209e-08,shap,1,cph
411,145.178645008633,8.030196736733427e-08,shap,1,cph
412,145.238542731687,8.055370991855447e-08,shap,1,cph
413,145.249258937126,8.080557125120172e-08,shap,1,cph
414,145.292393538389,8.105813966885967e-08,shap,1,cph
415,145.954663858613,8.131047565644521e-08,shap,1,cph
416,145.985241315167,8.156328157291392e-08,shap,1,cph
417,146.193942487578,8.181594417865649e-08,shap,1,cph
418,147.259342273353,8.206923833759767e-08,shap,1,cph
419,147.926587754909,8.23231545429036e-08,shap,1,cph
420,148.164289943448,8.257758197122332e-08,shap,1,cph
421,148.691389141341,8.283210369591564e-08,shap,1,cph
422,148.691686421037,8.308711272750906e-08,shap,1,cph
423,148.743922901434,8.334223092273892e-08,shap,1,cph
424,149.618673634072,8.334223092273892e-08,shap,1,cph
425,149.727263680366,8.359825933408565e-08,shap,1,cph
426,149.747493814455,8.385463170686201e-08,shap,1,cph
427,149.934284735286,8.411132763959863e-08,shap,1,cph
428,149.98155417552,8.436844608533573e-08,shap,1,cph
429,150.246504232208,8.462620567151848e-08,shap,1,cph
430,150.460590548321,8.462620567151848e-08,shap,1,cph
431,150.692219524442,8.488517940632615e-08,shap,1,cph
432,150.993569537895,8.514410373303466e-08,shap,1,cph
433,151.082449564987,8.54032342688011e-08,shap,1,cph
434,151.489427025528,8.56622730087619e-08,shap,1,cph
435,151.495206733128,8.592117987475524e-08,shap,1,cph
436,151.867401694828,8.618004232045741e-08,shap,1,cph
437,151.999026530691,8.643913324351607e-08,shap,1,cph
438,152.141361866628,8.669875816633302e-08,shap,1,cph
439,152.354320988674,8.669875816633302e-08,shap,1,cph
440,152.677505734211,8.69594104541173e-08,shap,1,cph
441,152.772749406231,8.722041444196771e-08,shap,1,cph
442,152.975366475602,8.748176563823984e-08,shap,1,cph
443,153.465037453238,8.774415632221887e-08,shap,1,cph
444,154.062051109427,8.800775023958718e-08,shap,1,cph
445,154.205421639093,8.827161443669877e-08,shap,1,cph
446,154.884702400928,8.853644333260447e-08,shap,1,cph
447,155.007361845716,8.880129653852564e-08,shap,1,cph
448,155.109031748326,8.906717978743554e-08,shap,1,cph
449,155.421101490995,8.933287818746932e-08,shap,1,cph
450,155.537377127152,8.959843144718289e-08,shap,1,cph
451,155.857724758708,8.986458500964475e-08,shap,1,cph
452,156.227223671413,9.013075629639613e-08,shap,1,cph
453,156.245264862552,9.039686726827145e-08,shap,1,cph
454,156.541943986721,9.066354275020557e-08,shap,1,cph
455,156.867492628999,9.093047259654924e-08,shap,1,cph
456,157.061849286816,9.119751116527898e-08,shap,1,cph
457,157.925559092811,9.146510414070218e-08,shap,1,cph
458,158.027477374291,9.173369215895205e-08,shap,1,cph
459,158.215004358952,9.200308389564674e-08,shap,1,cph
460,158.484105338459,9.227228509320181e-08,shap,1,cph
461,158.756366050004,9.254142864525464e-08,shap,1,cph
462,158.984801353374,9.28109382566807e-08,shap,1,cph
463,159.116946644237,9.30804727123288e-08,shap,1,cph
464,159.263201044013,9.335001113410342e-08,shap,1,cph
465,159.277132885154,9.362031710737728e-08,shap,1,cph
466,159.279537641376,9.389049681253687e-08,shap,1,cph
467,159.323149772315,9.416108778251502e-08,shap,1,cph
468,159.83331517886,9.443206964766682e-08,shap,1,cph
469,160.027812435515,9.470308241933607e-08,shap,1,cph
470,160.705871364243,9.497392589323299e-08,shap,1,cph
471,160.706945450415,9.524508967142336e-08,shap,1,cph
472,161.054036390003,9.551603572471975e-08,shap,1,cph
473,161.105955657393,9.578736192513458e-08,shap,1,cph
474,161.243398920031,9.605892816818954e-08,shap,1,cph
475,161.812875463568,9.633060464723242e-08,shap,1,cph
476,161.835888439695,9.660223516578587e-08,shap,1,cph
477,161.919500752531,9.687386134122169e-08,shap,1,cph
478,161.94596487798,9.714697167901098e-08,shap,1,cph
479,162.048357143637,9.74203636832605e-08,shap,1,cph
480,162.054508828074,9.74203636832605e-08,shap,1,cph
481,162.067186540367,9.769387170663252e-08,shap,1,cph
482,162.561156716433,9.796720586658541e-08,shap,1,cph
483,162.987458150414,9.824047564471169e-08,shap,1,cph
484,163.159010469247,9.851361074029817e-08,shap,1,cph
485,163.590914944352,9.878742806318458e-08,shap,1,cph
