,time,sigma,label
175,1.55185370519757,3.4390168003522977e-09,CPH
176,1.55893255348285,3.458425442996095e-09,CPH
177,1.57971492239715,3.477858121518362e-09,CPH
178,1.58093536690919,3.497325188919596e-09,CPH
179,1.59645981641095,3.516811079931505e-09,CPH
180,1.60985893181481,3.536316743742853e-09,CPH
181,1.61878347857465,3.555844072259168e-09,CPH
182,1.62914681062102,3.555844072259168e-09,CPH
183,1.62916815157617,3.575440527983044e-09,CPH
184,1.6410003060661,3.5950545538256993e-09,CPH
185,1.65209639377342,3.6147272119671523e-09,CPH
186,1.65552387200296,3.6147272119671523e-09,CPH
187,1.65822834370756,3.6344469218945157e-09,CPH
188,1.66266990159987,3.6541998211598587e-09,CPH
189,1.66661798232362,3.6739724583064355e-09,CPH
190,1.68926182575524,3.6739724583064355e-09,CPH
191,1.69728121720254,3.6739724583064355e-09,CPH
192,1.71956397967906,3.693815958787076e-09,CPH
193,1.72017957083881,3.693815958787076e-09,CPH
194,1.7274280573848,3.7137012945133558e-09,CPH
195,1.73512363247573,3.7137012945133558e-09,CPH
196,1.73989829421043,3.7137012945133558e-09,CPH
197,1.74921560631952,3.733652464702238e-09,CPH
198,1.76450178399682,3.733652464702238e-09,CPH
199,1.76604610480846,3.7536403693253565e-09,CPH
200,1.77308679311691,3.773652284005846e-09,CPH
201,1.78051298759012,3.793686123821267e-09,CPH
202,1.79036280799608,3.813737951937302e-09,CPH
203,1.79317987545997,3.833833196546155e-09,CPH
204,1.79760399833322,3.833833196546155e-09,CPH
205,1.80515447525995,3.853981263836515e-09,CPH
206,1.8091476559639,3.853981263836515e-09,CPH
207,1.81770159150407,3.8741816530323065e-09,CPH
208,1.81826212528169,3.89439990368926e-09,CPH
209,1.82090460509062,3.89439990368926e-09,CPH
210,1.83080270154443,3.9146896573281644e-09,CPH
211,1.84488748759031,3.9146896573281644e-09,CPH
212,1.84855434193514,3.9350365664307396e-09,CPH
213,1.86078500747681,3.9350365664307396e-09,CPH
214,1.86552958486709,3.9554345401099e-09,CPH
215,1.86756427958608,3.9554345401099e-09,CPH
216,1.87337175179339,3.975892367767968e-09,CPH
217,1.88127657709907,3.996371598981701e-09,CPH
218,1.88608506247183,4.016880767010648e-09,CPH
219,1.89751754498665,4.0374078562047175e-09,CPH
220,1.9119608288235,4.057955886492516e-09,CPH
221,1.91490241814742,4.078541176738981e-09,CPH
222,1.91955858407278,4.099143624367505e-09,CPH
223,1.9238702126933,4.119769524839111e-09,CPH
224,1.92810898460448,4.119769524839111e-09,CPH
225,1.93597483076155,4.119769524839111e-09,CPH
226,1.96566383485039,4.140504062763405e-09,CPH
227,1.98723525839445,4.161288225096133e-09,CPH
228,1.99979711331995,4.182092542226044e-09,CPH
229,2.01130212638096,4.202916470100873e-09,CPH
230,2.01677469063314,4.223769307094726e-09,CPH
231,2.02259288979176,4.244648346062955e-09,CPH
232,2.04028533710763,4.265551726631054e-09,CPH
233,2.05033572702582,4.286480275746556e-09,CPH
234,2.05904210731387,4.286480275746556e-09,CPH
235,2.07247404826094,4.307456329092012e-09,CPH
236,2.07412442564964,4.307456329092012e-09,CPH
237,2.09801460430026,4.307456329092012e-09,CPH
238,2.10958532612135,4.328532620045847e-09,CPH
239,2.12594231249664,4.349650116237416e-09,CPH
240,2.13042443990707,4.349650116237416e-09,CPH
